entref,vatref,deathcode,birthdate,deathdate,sic92,turnover,turnover_date,record_type,legalstatus,actiondate,crn,marker,addressref,inqcode,name1,name2,name3,tradstyle1,tradstyle2,tradstyle3,address1,address2,address3,address4,address5,postcode
477933149281,712770283958,935387,201211,171113,81,577167882,2,7,657652,6,2,8,4420038526252,561,7N7WFPQQA2,VPO8TI7KPZ,Y12837KEGW,IRQH,OWN0,H0AO,T72NCL4PFTP0XDGFC0O6UGE84,KGU8C4T0,FCTGREKF10ZE,P7Q38A55GTLU,AZ0Y7NJ3E00A,D1ZU QP0
595235636637,802548159882,929449,241011,141010,83,683153590,4,1,965626,6,6,9,4358122842569,306,LLN6T975JG,TUTJ3C67I3,4NZKQ9Q3LS,K55S,M2N5,D0TE,YJ0PF01KR2ZQY1NTATOFGB5SG,TAD46E3Q,1E8C6G5O9JSN,8UBVW6DVSA9I,H03E65IBVNYI,L052 882
862630387401,543475221119,171884,201115,261013,50,347700341,8,8,248287,8,9,9,3096546702491,319,03434JP7MT,OCA452M9IG,4VBXPKM1UM,6EKB,JP6C,5O8S,E0PXJZQISOKTMKPKCPHK0IPZJ,YQBFESUC,B8GA3VOSX1FD,FWJLU3J44MGQ,OWCKBTCXLW5A,UV86 D3D
105253500326,810015151464,329410,281115,161114,13,388081133,4,6,702422,1,1,6,7005845679436,555,OI3E4ZEE0E,4CWXYAPDEN,5PLQ6QIUTV,Y2IQ,DN49,9KIA,F2U6M2M6N2EYK39BFUBAWD4QU,P6C1PEXW,MRQJK9HVZMS7,797JR3X1EK4N,5HWFNTQVO6W8,DGAW SMU
628269660477,347836308843,443455,191012,131011,18,680551327,2,5,494852,2,5,8,5830628065002,893,X5TX9YY9BL,VK0M5192YX,O694HL7CY1,6DDK,531L,78JT,DQY8Z7JE3YGM0CXVH5Z7A9UCF,PG519X61,SXJ7PSGA73ZM,59UVK9GGLSD3,HWSKFCTU0SUG,VOY7 8JK
284390577442,740068305466,237199,111015,111016,76,755239435,6,8,420221,8,7,2,7192739768562,876,MQJWVK2VJY,CQK2EX8EKC,U0VXS465Y0,EYHW,EM38,5KE2,X1ZNHFTV37NT4RT6W4NBMHE09,JATY3MD7,Q8UAZVYL43NB,FY0JKL1L3LTM,XL3KW4Q3IHBR,BZTN MVU
620364161111,785027906493,979246,261115,141111,70,303703681,6,7,470055,3,7,1,4825774571091,311,DD2X8X8LM6,QKF43IUVUI,BEBMUIEDR6,MEBX,E504,7TJ3,1MWDY30AFX2U2VNXI48ZR9OX7,HAK7H81X,B2TB63ABX65L,OFE3LOFXDXSJ,6E9MR0JKVQT7,GL77 3OH
645181136271,241982048615,290668,291110,121113,40,461138830,5,2,727665,1,1,9,8535718057974,591,WAL4NGE14T,AX8Q4KZV8R,ZBZHMAN6UD,5ARP,6WBB,UCLY,TEJN3TJSUCWTV2RX3XI4YEBLR,TRPD5DRU,PKYZV0U0YYFO,LCQJRV26Q5I9,F9ML7AZLZ8QQ,9DAJ 6RC
692332099762,340078009919,232663,161016,111013,62,659885832,9,8,160517,1,2,2,1328095438169,314,YXUQLBD6T9,CKP8U5F676,29INOOE0ZS,RMV2,NXKO,3DCV,8P5E8CPLQ8WGJ5QB5XT7R2XRJ,8QCRHK5X,1DKFZ9W0YE85,SYV8D2CZ2H6A,GNKKV1YFA4HJ,GEVJ 4TI
679080080193,468092764558,686812,231010,171111,44,345422713,2,9,604448,2,6,8,3886650014850,366,CFH8A3FZOR,AJSOLA5ZKB,NKK7MQD8NB,NE62,3P1G,84HE,VHBV7JR425DZKUWHEXKX3R1G8,0GAMJWCZ,CY9BQLLX50TK,4GNMVLJ6SF6A,3ESC2Q0N587I,01FX 1IE
369327785101,822891975078,646273,131215,211110,64,448313228,8,8,982728,2,7,1,3542309334100,596,U3YWVJTGGB,XTOSEU2WCE,UVHS2NFUQ4,V8D6,0PTF,BNGK,7YP617KC0L4MR24IGJ4OXGLM9,QI1KNM5B,NG5KSV8EY2A6,Z9IYC2DVKA6Z,GH5Z2S2MBP5Y,3H0Q M30
707246817233,419725107056,792989,171214,231016,56,324998402,1,2,629669,2,1,5,4909337626776,181,BF4RNIWRTD,QPIY0AACVW,KEL82P67FB,UA7U,DE5E,JK2J,0USJCMVBW8Q7JO8H9461753LL,5ROUM779,XM9IDXXXAGMA,4SCO419Y9OUL,6PMI9CA7SVRC,EQ9R XYJ
580501508121,393705389920,470557,201111,131216,37,290705560,7,1,570072,2,8,4,7196783918969,535,02LHPUQQSI,1HJRR5VEVI,9NI215SSG3,TOZV,5UUI,MJRQ,01PCN612KL2Z30INM0XS562IR,931IOE2V,6CVZRIF3CE2L,94X1ZEVKMN9J,Q6FZKG9E3A9I,3U56 747
331337228962,658627690625,508836,221113,251116,94,540128477,4,5,716530,1,9,8,4277124268688,992,ZPPSCI88V6,WOBWQIWZLR,54BHDSN6IT,3FSX,VSBR,5366,6SR5E6FIXUS8OU6V83UDAH86U,I0N8G19J,O71BUPG6YB8A,H2H5S1HE5HQU,QX8EEOVDYDII,MHE0 3L5
915832299641,123243889149,550372,161014,211210,49,664243739,2,3,465113,3,8,4,6337395639894,790,GRESDWMDTA,RHXIJ5IMKP,R4SYJKPCVZ,4ITP,5H28,PS0R,2UW4NMHT0B79ZDKY59K4UVT1A,EUQI9EVK,5JQ4I0URRFR7,7YLDI4QKKAIN,13SWU5HLW916,DUU5 DI9
280251901462,763291553872,669834,241212,251012,64,378605310,1,9,553329,1,6,2,9507239883560,671,IC2398J1S1,LCSKLBQW9N,FZT8GUKZMI,Y8OV,00XD,L87F,JC8KB43QM8JA90IC6603QKOCV,BR38SJZ5,30YWAF2XE1RT,VDPKB86GMVX4,UG4XF4WJF1S0,9ZTK ET0
758485757655,690904436187,106828,111015,121113,48,988768302,4,1,285582,9,2,1,8613558016715,218,6J9UYKABST,U8L91SZJWQ,4I7175P8TW,UH61,V6K4,YEX6,MUZW31LX5OV5P9BQDG0OMK425,236R8ROT,3NBT2XUAQSH7,2JYA08VI4ANN,VJ6QMXQ2C6CO,N140 DQO
102089214846,374065828349,141911,281213,121012,96,164072314,1,3,642080,2,6,7,2833767890091,421,UYHGMKBQPH,I24S216S2O,QCH0OP8HMI,7FBO,8SLM,OSCE,YVXSCVS68XL4PDTBGJ9C6NW48,T3G1Y9NK,T3CKESKRZVE8,2OXW0P60H475,NTI3SWHKEA97,OCV3 HR9
930122832597,910033161279,871322,281114,261111,67,602232895,7,8,551361,1,9,6,4357411213891,417,NJ2ZKVR3MZ,WB1B6C2SNV,99EG78EW4R,66S7,G3HW,MJ4F,UK36HQMHUU68YUV0YBP0RGXID,D078RU3C,YA0EZFX0GZGF,T6XP92NYHBTT,LL3VMOLQAOIE,P6E7 V0I
536857087771,718155226225,329798,131216,291115,71,672490765,8,9,317398,9,1,7,6476393646829,307,4E6MNE4D81,ZZFHB7M19S,GR7LOAGTYX,W0OT,CCVI,62S0,RG6HGIE6AR95MG7D91JM1Q402,YUBG7IOY,DA37QR83N5LU,LT7AEAIUIGHO,VOOPJ3V72HR0,AMG1 FUG
632727995314,526398048735,517335,151215,301113,44,521187761,4,4,421443,9,7,6,2746895460257,101,QCIOE3EJWP,QCTQS5SAO7,G72PTD4CVZ,7EWR,LS3Z,OJZU,ERNFCB4N8XQK5SVC4HFIWSP0Y,DHHAWGCR,UH612CCWVR3U,J8SJ10ED3DO5,HHDQGZDESUN1,FIIV JR2
372411272691,644330180565,718067,301210,231010,72,699028977,6,7,181011,2,7,1,4768215779280,821,0X3NPRRL4E,SRRIIYBIZW,OD9XEWBE0X,966V,KHDX,KWJJ,MCP42CGHY2M4UXGCC985M93JW,K142B2WH,NVN0ZD2PT33G,XZVXDZ7ECB1O,ZZHQGOUKV65S,NTBW PGA
740111147905,467619264940,950003,271013,161015,48,399200778,3,4,448217,5,2,1,8428676012507,152,QTOH6JHVAR,F4KUD2G1FM,ZDDAMSR13P,80MF,3ZOB,M08S,YGHDFJDJJOL2FYR4L4GVTXZRI,X64JY66V,YSAMK1IQCSSV,K6DAUTWRT7VE,UMDC7MFD53C2,5LB9 RH8
345405982382,928480862965,577903,251010,251112,25,351385599,4,2,780473,2,9,1,8462934246643,499,LTYU2PS6W4,MT8OB6YZX0,43U17SIDAQ,1ORC,QLNW,V4D3,ODDJKB3YARIU3J1BQO4T0LKKQ,WELJVO42,ABQJZM2POV8S,4QAUFMGKCJYF,UU54GN54CMYA,R5YR OC8
643018119710,155609038258,405968,121214,251113,42,466110528,9,2,862631,9,6,7,6350223650300,458,EQ6627RD3F,3RUE44SAFM,OWAHIL4BXP,YXM0,CNEH,D6CW,LF42JZUY9DYIR7WWWG2HA4POU,TJKF4TSA,P54B4WR4JI2A,O7ARZWKC3PLP,I89IDMNNFOQR,92LA Y1J
246897862415,774102684482,575000,301210,231215,78,433288959,9,7,880954,2,6,5,2191925161701,996,D9P0TWVVQJ,YRHCXKAIDJ,8HY63RIZ0A,IQBW,NWYI,UYJ6,7VWA9ODHD7BQ3GINQEUYD21IO,GNB8H8CD,2AVZUZY8J8D5,0Z13JIN8ZJ70,L4D8YU7TCNQS,DI9D 69I
716993350458,738264087798,840724,171113,231110,17,501931625,5,6,815257,8,8,7,3362340197547,457,AK2MQNIVD6,OYU8ADJXP8,S394KWNUYO,A4G1,IAAE,BHYQ,ZGSYS1OXYOKWGOF2D07OV719J,SP844IEB,F9AP2JJ97E4K,31FYWERJNAEU,AIVCZZELVCTE,4F2R SCH
882124561280,649723924221,104112,171011,151113,22,549295189,9,9,155987,7,6,9,5896378021349,823,S5ZYZL3H42,S7TODVUNN3,VV0987N7NU,4X5G,BOD6,2WCI,CGF00EPWACOM96Q1ELX0CLU7V,78JUGOSP,WLO4OYI8EP3S,UT5RUDHKRASW,T7DQ9H1FUM95,LBDI UZL
554603461257,314803744001,283500,301111,151012,72,964317080,2,8,880457,5,6,3,9101854306768,223,ROKSX10FU8,0IGXR4TYW9,OMGMBQMLW8,XOH0,Z0KX,CN1F,I5V149W6WFWGXO9XRHGVQ9129,7UF3E1RE,KFCG58HRWAA3,228P0LVS19QR,5A0EW6XZZNGX,JI1B E0V
335035397892,562700766855,428938,141012,191114,51,691598120,7,9,260548,7,2,6,6744928471953,463,XDYRNQMA0L,Y0Y9TA7TE0,E9J1JRIM4A,RLW4,9OT7,GZRG,IKM1M9ZLGUEZ3XOGCRP3H06Z1,7I4HV5N5,LFEVQRGY8ZFM,V2D8CKN4UQY7,OAP5THCSF1A8,JGM3 65V
925052647315,280910867836,889042,121010,211013,88,585455080,2,7,423278,6,5,2,1442676624318,759,KZ9KGI1GYB,MRHRKTTO57,XP0NJQRT4S,PHOM,8CGF,VTX9,7AD6SBDNRGIXMDFMFHT8JPIW9,LSMJDM80,L3LJNDLC0YCO,O2K7UHF2IR6D,6JNVVOWGQ9SD,L06G C2U
969369536447,628827943695,534804,241215,221113,13,502253689,9,4,765494,6,4,5,3626740102332,347,BDGMDTD1RD,BLRBKGQKDM,Z2YXIMBYN7,2AXO,6DXB,RQSP,3JKJ6LEHOK4LPPUM8WDWNGIY9,YYZ207TK,SV6CKLIHLHBU,FK0GTYMD9X5F,ZEGQL1FAT10S,DXF4 PV0
382661210162,572168103629,364482,241216,141110,58,355889059,9,1,441926,3,8,7,7554353996567,394,DAQN15GZ22,U0BP1JQM28,TMEFJC1XZR,J8IE,FDB3,LN5K,DRKUXTB5NJVLN88N5ZJFROIZW,B0GF3ZYQ,LGLPYHYJ0S83,1OWIAOX3YA8G,ONO1ZTWYO6Q9,UGV2 BX7
874592118171,257095733919,614231,261216,101213,55,913566883,5,1,422639,2,6,9,7558392703665,503,VFIQ06YR7H,VHXS6457V4,T1GCE27FPB,D42N,9CR8,VGBW,I2RS4PF2A4Q4D8LFOOYH9J681,HCM6PJ4N,W1HM11WDEJS4,TQK2EKTSBUFJ,XMQ09N2EUDO0,VTGK IMV
884533292698,403652334263,734720,171216,261110,22,684574079,7,7,232108,4,4,1,5812912670346,231,P4B165O3NE,6S1Y59S2PE,7IEMZ823BA,4DZ6,BN3H,DECE,GY9HYD4L9WAHNQ95PDCQTXV3G,NALE8PEL,V6JUADJK3VOP,E4UC9VPAMYK0,KHHCVR2VAVJ7,24XT ATJ
969734639845,445981111516,180227,141114,151211,92,428471199,7,5,322705,9,4,1,8522834194664,535,OIB86BQC6V,BPA3ZGH5TP,R7TJT4X4SB,XQYC,EB0C,1ROP,DAWHGQNMNR9LJQ30JTGGDFNB3,ZCXR6525,BAJU00O3210T,NP1CUOPYN5KI,RKNF5G69KSC0,CLJ1 9ZX
226021119406,837598913041,754085,121113,161012,35,530848293,2,3,145771,9,4,4,3775226975923,524,46296M0HZZ,KCBSGU1QYL,5CY19JWB2W,J3ER,8ACQ,WGL5,OUQMTNDNL6GQTYKNSYSKMA5RT,NXRGNWPU,GP9GSIXNXLPS,FNUGHHH6QG9D,NHJL156DEPQJ,Q2MB E6U
620278650821,329130794892,514371,201110,231015,21,319673993,8,2,640106,2,6,1,6522757577086,195,UQ6AU4Q3QC,0BIB2918DH,ZAAA2GEJAT,JW6G,T26A,7CBX,GG1PKANS0TJ7KCP4U3DJYFMRC,0EFVDLDL,IHL956MS75E0,FT5457TWTDUY,285PPSV09G99,69C3 OR4
347893379025,321038038159,902933,171114,201211,45,351764366,2,9,263346,1,1,8,4891956971588,405,AGS2T9FHS1,G86D4E0LF7,IJXRFY8QPO,OUO8,4X1N,SRBB,BBVTFLJ3EVOFDTGEFGPVGA2OH,SZAPYABJ,PYSDT4WR577R,8UY3BJSMEKYV,88NG52SXU5W9,U4NH K0F
412328394946,768610117666,987357,251213,231016,68,425521305,1,5,827454,1,2,4,9963159488945,384,CSUWIMAHLS,AVH4SMBAF2,RU9O1NLKP1,WXWL,8SLZ,U2M0,J929L76651JYCUPWD8KEI0BZI,R5K5ZQEB,XZDAMVI3J147,7UTALU3N7K7L,F7A68Q31PB1A,H9EY 1ZD
982617978838,167915781242,526736,171011,301114,94,574023839,4,5,930184,8,3,8,7765311936433,387,G35785H939,Y6UH5VHC13,KU7D7709LS,92EA,20K0,VSLP,UA78SX8DKYPAR1DYV93WY75UJ,C46BGJAF,MMFVXXEQ2K0V,PME00MAWDSHH,03D3ST5T0NYG,FQVA G7E
664619047118,888149167424,180050,131211,271214,27,991517075,6,7,716040,4,9,6,2324008933973,938,RS1BV6VP4M,QET5SBYW8Y,V66ZA5PQH0,X7SP,QW1T,HJJH,6S4W0HBG6489SFTBLOTN0S0K5,PXCBF4ZI,WVEQ3TVQ9FWI,UICFCOZIJXOT,UZS471CP9T1A,NLRO OBO
348226625377,759740265062,477612,291014,221112,38,538449257,3,9,649896,1,3,3,7594617591566,426,7KXXDJWUTK,SMD4CXOAWN,8ZX9OFEQM8,K5GK,UMOC,TWAO,F4915OT8SW1RW8J9RJOPY9DCX,XGXUYVIQ,H1B01FDCJTOF,O53ALOO4O6C3,FF984VORYNJG,M7Y9 YHT
729791120106,500310704290,191686,271116,171113,81,237719376,8,1,575716,1,9,3,3476485350763,737,41MUELBNFY,75CTKVUBIP,ZP93JDQR2Y,8BW5,9T6K,CLMT,8F6JV9MSMXNWSIMAWG181UBXG,SXWZ139U,H5CN6TCZPVWY,VYM48MCH7289,25GEU5DN0NK5,Y0X1 FXY
753723393294,178043145955,562028,181114,211213,87,146872813,4,4,837955,1,2,3,5106027958529,309,CDXMXRFVKR,D22RH9XLUM,HYMW9ZS74G,I0AU,RRJV,OXT2,ZVTJNE8VYIWIFH8V5SATPLZ5M,30S1JIVF,FL9XKRTEUEK3,I5SB49AEU6CS,SQ08J4C8RHIP,M01M 05D
736555409658,600188182461,183998,211013,191013,71,270450011,6,1,714465,9,8,1,8032245971994,758,KDUK0Z73L9,LSSVHI5K6C,9BEACS5B7S,U7Q3,0YKJ,RD1E,1EYMK30VYRXQ1MP8H2H0WAN3R,ZAMQEDKE,GTJ32GBNGI9M,IY23PKUFL3A9,R3DF8INCNU9J,6Z3V N9U
464006334552,196304171354,782719,241114,131213,47,716350461,5,9,248643,8,6,9,2417848435622,101,AF60K2XPJH,0LC0C15C3Z,09D2XA2INX,T8ZM,7TJS,5Z76,6A9XP3832ILF78NOAO1K0LSAE,AXJU6BKT,XMIQ1JR8ACH8,XRDLC894WANY,IMY5WGPLO7P5,Z1HR JQ0
119427814337,765822018466,109181,241012,201213,96,552770408,4,4,572970,9,3,4,1361442365645,852,RK1FSMDTRT,H3OZ11091U,BDS49AMTUS,TC2T,P7DM,IEOX,JX6VIXLNU8HZCE364J8AC72A7,FCEEHUY2,Y6RMDG3PXWT0,MVVPKZXKNOZU,52RK4DII440A,5M70 KA3
340201340686,252703604475,753573,161010,301014,75,208372103,9,8,698262,5,4,2,1804903875607,891,DA9N8OVTZR,AEA28R427L,9T3Z50LJXS,KBF8,YY1L,8905,JJQ9UC9Q7OKMRHGSHD8AI7VQ9,WM5MASSI,PQPO2BVSQLLP,1LU9XD2NEFS2,8QM6WY1ZIKMP,XHWO NIC
306857038913,148848854511,492625,181214,111211,22,276220664,4,2,550015,7,2,3,3168303826550,530,ZSYEGW6GWS,VWFF7FTSF9,BFW6OOP82Q,52H9,BGCX,W1ZP,HWVHUKNUMWOIC0VPV8PPYILCY,UJ0O7U67,86OBB712FFP2,L23BXEAY06JY,CV56WTDVSL45,I7SE 2TF
900161323024,575260874312,390902,201112,241210,62,473060186,8,6,693097,1,8,1,2003021179951,755,H6GPHTZY7M,PV8QXXN5PH,N02LL09IKB,6TWW,BBYK,VECY,SGHXJG3YWBQQZ8GAS2Y6KAUVG,TDMXGG1B,S80UKYHWAQOU,6EITJJE4OSO2,IA14SHBQJ0J1,2QVB NK9
297923722782,810151969583,674395,251215,181015,47,605878450,1,6,859760,6,3,2,1699231338184,213,YTTE45G7EO,RLI8L61KLS,NH8BC96VP7,X7UJ,AW6H,YVNX,2WIQSY56K9TK4CSL3LHQL6DGX,8JMANTGS,H35DPMGUPMEJ,JQVCRYLLLNQ5,UMMAG5IQZF7N,POWV D1B
987358825121,374676292665,340450,261213,211215,88,647167018,4,3,505057,8,1,8,8456411038762,792,RKDOMGIBJL,HN3QAX32YB,N7HKJD4H9N,3N14,Y1OS,KG95,71GX4ESNCYB7HD5JWLE59NOKI,HGPY13VP,S9ZAINBTA8RF,JG14SOJKJGX3,A9P1TDBPD4EA,SDVW WTZ
836549368076,371829917583,394464,211211,221114,89,222866752,5,9,926539,5,3,5,9321931083979,548,HG9VQU73A8,0XHEZVI41P,GN4FF5H9D7,D76M,S7EH,JF9V,BZZ6DM4HB81DGXBJNQXIK62J9,ZHI3M097,S1939IRGR18I,ZLCS5JDHIVV5,VHSWI5CNM7ND,30A9 UKF
548562732261,585098724377,722001,221216,201016,39,117495905,1,3,414541,7,8,7,8591947888204,641,3HDD4LOY8B,SV04D7K2TZ,OXYQD1PHML,FOUP,WX3K,FBEA,SQVT0HEMKI5MAGRCYQVDJKHHB,2T2KCTPL,4KV0Y6478XZV,F7YM8QJKEEQ4,ABO7Z9BFCIFY,WDH3 G4Y
907955022028,563519143325,379070,131114,101113,76,876663758,5,4,684365,1,1,8,1457376071172,862,PA4VINDA87,KV98PEEWO5,28DLGE6BT7,ZRHQ,NXQ0,860I,UQ0DUOKJZMJT2TJNNPVSTBHXH,CIJK0UZT,M7G1QMCVT2I0,45PR7U9SHLVU,3JLO3SX2TIT2,VTAS QX6
152072018164,122832344242,171259,151111,211212,70,960532342,1,8,793726,8,7,5,8267841339433,883,GHMJG21NV4,28A1PK191G,RFMJMMHD5R,ECLY,OC5W,QQ9C,RV6BRZHH9IJVYE70LMKEM80Z0,R9MBNEOA,P9WWI4INHVQ2,YW9DSCYW64PY,KOUU242ERL1F,HKKU 965
885987573077,900751980497,563481,131212,161213,75,131715118,6,8,414264,3,8,5,9455745510991,369,X44W65IFH5,8NJXW7FJSB,8TYKZUNJIY,82W5,BGRP,458P,7RAXFDIFIQGD7261VROYHT1OH,AOKN2KZY,U189QYGWM82R,TBHYDZ3Z2N8P,TZ2EV6WLTZFZ,99P2 TZD
826836749546,327988040059,887121,171210,181011,37,899583854,6,6,365685,1,4,8,1886417868533,553,96YH7Y06OI,6SDW5I3UGF,MM7AEWUK45,23R1,0RY0,24IT,SO9C3GQDE64UOHJAN92J05V2Z,21H1PE80,B79JZG65J4D7,Q00QOO4UTHJ3,DFINHCZPSTNH,WZ21 MIE
360592023125,137922730359,464312,261012,171115,88,680258719,1,3,338134,4,9,8,8363622838886,253,G4VF9NXYYJ,ZLG2NNBZ7Q,YYAHPWNPK8,PE8L,8BGV,65SZ,VISKK9R9T8OCQ0RKJIIIZW015,DHWMAXP6,MTP5GN2EISI6,O2OSE0VIOC6A,QVXGOEVAXMRW,YZ9Z 8PH
867785772581,679415546763,225308,251116,281014,93,947078634,1,6,367226,4,7,2,2832962463177,928,R1JG4QSR3J,ISXIT1UHMY,YU66403AP0,0BSR,QO9E,HRH3,UY0W9M2YAEVKAI2VNSBXVFFSD,ALXCSOYN,60G91UAGLPDS,RJ9EKLC26EMQ,HUWF85BRO1EF,6J45 4WC
709500915874,358184532205,585734,191111,121011,34,502742261,1,1,748903,9,6,3,7457598485817,431,JDE6LSUHUF,U7QTEXXXW5,ZTSN8S0KR8,AO1T,IE1H,XHFO,CKXIOIT9LN3RXJWBLSU4M0UDQ,SEVWQQOU,833Q1Z6LQIDX,QJNKJA5O0E7H,PNH3QYF3JYE2,P3WU 7OQ
302618660863,964624376639,897472,271213,201110,27,453175094,1,9,787287,3,1,1,1586485296368,282,4BS0C3Y516,ETMF1BRBMX,AG0YDDPOEP,GIF8,9CKD,DHF2,CX8NBPZT8AB2368L0642GGA2J,M6CFE7PY,KNRW4S4SD80M,98L8SDN23A8E,2URU0LGHJF1M,2VH1 IKV
141862180275,668314579662,221599,251114,221115,69,113001467,3,2,703459,2,6,6,1623887135985,562,20DHD40QFI,CLAMEV2GQW,WX6KFL6VKK,179N,RZF7,AELG,9QN8EU5FEW231A3Q6OSDFBEEH,G5MMA5EH,T9HY297FLB2Q,V04FF4G18P35,UXLV4R7DVLPM,6HZT RKG
224635465148,356589494634,115078,201110,161115,31,348918558,5,3,749766,1,1,1,6569741989067,321,4EZTQGU8LF,ZEX47XBTTF,V0T2SAPEDK,RZQ7,MT26,VFY8,XD7N04JWFR5D2RZGTUCD7MQ77,8P9INGX1,YMLXGPTC85E2,I2Z59M5S62YF,IFH7LJAEPKHO,63VX X7T
328556263749,798894516741,696431,191116,241013,57,789399472,3,9,825875,8,1,2,2276088608788,132,RIECXMAZ6E,359JMM9B1Z,0JTTRQKA0I,A5D7,MGFX,0L8Y,6K96NWJ2CG8MS8S2F7LZQ396A,1YI3FA3C,XNYUXQ1AGJF6,G7ZN2050H3KP,50RUG6H0ATSW,GUYB OL9
313597195538,956219741128,214832,211115,101116,35,958638723,5,7,758171,6,1,4,7317238690725,249,7CUT7RBSN6,K3EHNDLNUR,CMQQE2OXZ3,CZSC,LB6F,5LVJ,O0VXGSQP8Y8W3J7NJ6CBKOSUB,IFF4D3CS,2VN7TBJC4NPO,BFR9499PNNEC,L7EQOMMRYWE7,UC9B NJA
659221166185,521816287982,584262,171114,101014,95,619069680,1,6,119081,1,6,1,2279946544823,466,YUHLLUKIXI,1WNGL3FRP9,2AK496SY6U,CFW1,4Q13,0JBX,V9UXDWZFYJ2K201ENJQ7O2CI8,G2C164G2,6D5O93VYWF15,AR9CCIDJ72Y2,WHEH9C7I3GOU,O177 Y5G
488963827072,666817242266,547853,161212,131115,41,898836901,9,3,422663,8,5,6,1406477845139,824,4V7BYTRAO9,WRGDD4PZTU,6ZF6W5BNPP,QOZV,662S,C5DI,OAUG95ZCFVXQS36UOIIRYM9K0,7TGBWE8I,X9TVGVOVVUSV,BUO82BWWJQQ5,Z7N59KA0HB6I,JT3C F12
246364157492,829149482823,485701,271015,181016,42,883835343,6,3,418275,5,1,8,9801807384386,137,38T775JAZ1,LEO3J4VQVM,9DNS3XKGB6,ARYG,41K4,T7L9,ZFWPIPPKOJKHK39P7V67SKDC1,24TI3CHU,FP8VUXTUH7D3,453RYC85558W,C6MNGCLCQHFW,KEH1 PAT
190537632624,339888992126,361038,131115,301216,13,156542350,7,4,419135,5,3,9,2624905661101,295,6K6OJTIIN3,68RW87KHEG,0821D3P0U8,6XC7,K2A9,6YF7,LY9JWV12YAV4H18F7U1DBTOI1,QZBNV3Q6,18NHGKYRPARF,CBD6Z2UOC5IW,K3NZC3E7PWYF,XEEM SO8
678416990544,468548459623,657833,101011,191012,68,633409952,2,6,145658,7,6,1,1059606293351,184,75M6HP6ELY,1M8ERBEU4Q,G1JQMPYWXU,4VBZ,VPBP,OCRG,X4P9WA8SP61FI66IREQ6TWNL5,70M8LD8G,U6PLB8JZWL4H,9HCXMHENSQCT,W197IHUX6MO1,TCZU 8LW
183925494203,302637524583,433890,151110,151211,59,291900174,1,4,180317,5,6,3,9862351493631,463,Z36KNCZ8U3,0ZWEC4Z92H,OB0CC5VK0W,9DTG,S16L,VKUF,8ZI4IAD5V8PV2JPGYL21BPGFV,NX312FUZ,QBZM6FAZ1C1G,7KRIQUVWK7SO,MG9ADWLTG7DM,MXSA ICO
663558783863,351907054724,530382,211114,131016,97,424031211,5,2,950254,6,3,3,5145096617184,422,5KAJ3CLPMR,Y01QM90WHK,EW543TCZ2J,NGHR,2KU1,ZQDD,MPXZ1P6J7FW085DUIM0SKKRTP,XBRXMLBB,9X3CM1IUU17N,I93V98RV0QXR,K2F1IVGL8IG5,NCR4 7Z0
933983561130,501773326100,110279,191116,141015,43,239636188,3,4,317603,7,8,9,8361418944743,989,F9R96QIPDG,CBRR9PFU3U,W375ERPGJQ,KUUR,N1TX,SAUC,1AD9HGMCXQSNH978IWFFATMYM,F2KRD62L,M7ZOLJZU816B,QVDVM46KP8PU,OQXU5GABNSAX,OBIZ KFX
786158042383,313651373409,664287,291216,231113,22,259273239,8,3,512997,9,7,2,9535416133601,816,NT1T2GBU2L,JAQBHD00YK,N80I64G402,XTVR,G124,G87S,TVLTO8QMWN40M4YBHHWUVAZH9,G7K0OKB5,0MJ5ID03PIMG,5ZJCRRQ554KV,HRMB8CV9Z9Z4,CJLF N30
259381435725,258021243643,736644,191015,161014,91,834388735,3,2,228616,7,8,7,1000582588716,563,DURAT3VGT5,4LCROZ4688,GR26AKD83N,8D4J,HC1X,XDJ1,FHPWQKFARWQXHUTUHA0EP3Y6E,XPXEOGH3,KU1FLKDT32MR,Y3MZ7UL38SZJ,N329231SB6NS,7NC4 3XZ
603042553352,909944606617,939964,201013,271010,41,857376123,3,6,197674,4,4,3,2134850435847,779,BGEVVZNMQ6,STNE4CRNA5,1VP5C3JIX4,ZT1R,Z7WI,R96L,PO0IA3EDZJSLRCTG70PVWEO9P,4KH5ADQ4,BHJCR27A7ITS,5LGFZBTBGV6A,SQ7A4U2EO33K,6APR ZS8
143511154330,704405508303,744389,221112,231216,41,862142922,9,1,813508,6,9,4,5367522084237,613,MS9TWZ70IJ,2V9V1GBJZE,TROUHSEPT5,K06B,E702,JWQ5,325D8MNQH6U8DEULT8AV0QN0Z,RV7XEZ3N,UHPKLGEQWGCG,MCEMLZM50GDX,BCHN3VW2UV7N,FRME 3GP
531573995792,723675675136,892656,281112,231112,33,601001613,7,3,663299,7,8,3,8480710494228,466,GNHLN6D9SG,CU5771TAV4,HWL1E09X3C,F4ZR,99KX,CEUC,4PP8PW1QE82VGNOZ5DLDZAD0B,I7D7TUMA,1C3BQGZC7SEI,F1HRZSJW35R3,MFMTE1WG6OTQ,RKOG 2X0
